Event,ExecTime(ms),VectorSize,Device
Shutdown Kernel Exec Time,17754.8,536870912,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.47458,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.482483,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.397408,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004096,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.03808,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.772771,2048,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.206306,2048,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.401313,2048,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004351,2048,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.070432,2048,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1.16387,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.151753,4096,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.749568,4096,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.036863,4096,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.138176,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.11194,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.159658,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1.39043,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.20304,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.274305,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3.92394,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.183731,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.98189,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.123392,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.544769,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.40278,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.228706,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5.81222,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.180224,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.08698,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14.7256,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.315704,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11.8581,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.280579,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2.17088,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,27.9161,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.49622,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,22.491,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.462402,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4.33853,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,56.6378,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1.12832,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,45.5847,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.805473,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,8.67329,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,107.666,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1.94603,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,86.9137,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.34038,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.3426,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,216.284,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.57519,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,175.145,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,2.73712,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.6808,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,435.495,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,8.25502,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,352.274,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,5.44189,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.3588,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,857.649,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,15.0647,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,692.759,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,10.9158,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,138.713,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1718.38,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,30.0087,8388608,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1389.74,8388608,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,20.8396,8388608,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,277.423,8388608,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3493,16777216,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,62.4019,16777216,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2844.05,16777216,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,31.3169,16777216,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,554.842,16777216,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,6906.65,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,127.753,33554432,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5615.04,33554432,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,53.7695,33554432,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1109.68,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,13759.5,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,254.37,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11187.1,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,98.2031,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2219.35,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,28193.3,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,512.813,134217728,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,23042.3,134217728,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,198.852,134217728,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4438.71,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,54596.7,268435456,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1015.59,268435456,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,44325.4,268435456,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,377.883,268435456,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,8877.41,268435456,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,113085,536870912,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2046.82,536870912,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,92549.6,536870912,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,732.922,536870912,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17754.8,536870912,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.23388,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.459768,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.355553,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004096,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.036865,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.778478,2048,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.212401,2048,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.400319,2048,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.0048,2048,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.07168,2048,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1.16123,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.14977,4096,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.749599,4096,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.035488,4096,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.138047,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.03266,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.152042,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1.38979,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.130879,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.274368,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3.874,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.178655,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.9343,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.123233,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.544767,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.36568,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.226296,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5.7759,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.178688,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.08602,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14.6238,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.311263,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11.7588,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.286495,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2.17088,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,27.8628,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.490675,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,22.4935,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.430848,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4.33766,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,56.3762,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1.14314,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,45.6704,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.781021,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,8.67328,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,107.725,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1.83029,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,87.0388,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.40524,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.3422,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,216.485,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.50472,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,175.472,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,2.70969,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.6809,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,434.203,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,6.9388,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,352.154,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,5.60742,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.3586,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,857.737,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,15.2228,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,692.631,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,10.9814,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,138.714,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1713.15,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,30.5723,8388608,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1388.98,8388608,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,15.7854,8388608,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,277.423,8388608,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3492.99,16777216,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,63.129,16777216,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2842.83,16777216,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,31.8066,16777216,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,554.842,16777216,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,6904.53,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,127.333,33554432,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5613.27,33554432,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,53.8301,33554432,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1109.68,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,13760.6,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,253.888,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11189.5,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,97.418,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2219.36,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,28263.2,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,513.557,134217728,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,23089.1,134217728,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,186.055,134217728,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4473.93,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,55020.3,268435456,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1018.65,268435456,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,44679.1,268435456,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,374.297,268435456,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,8947.86,268435456,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,113945,536870912,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2049.74,536870912,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,93262.1,536870912,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,737.047,536870912,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17895.7,536870912,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,9.05134,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.483916,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.438623,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.009279,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.039488,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1.09979,2048,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.32457,2048,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.528993,2048,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.008672,2048,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.073312,2048,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1.58388,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.262244,4096,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.886913,4096,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.145409,4096,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.141472,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.43806,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.277704,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1.53562,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.212993,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.27728,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,4.24901,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.290067,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,3.14173,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.133856,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.550623,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.74505,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.358417,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5.98835,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.185793,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.09581,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14.9212,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.370193,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11.972,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.286721,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2.18726,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,28.1791,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.510936,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,22.7517,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.436989,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4.37225,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,56.9033,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1.14801,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,46.0554,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.840286,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,8.74129,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,108.637,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1.81561,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,87.7793,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.44832,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.4803,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,218.435,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.48571,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,177.097,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,2.77863,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.9568,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,437.808,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,7.08399,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,355.211,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,5.48041,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.9086,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,863.919,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,14.1548,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,698.641,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,11.1244,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,139.815,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1732.7,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,30.5211,8388608,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1401.57,8388608,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,20.6099,8388608,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,279.624,8388608,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3523.2,16777216,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,62.6331,16777216,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2867.75,16777216,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,33.188,16777216,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,559.245,16777216,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,6964.13,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,128.252,33554432,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5662.07,33554432,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,54.9355,33554432,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1118.49,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,13896.1,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,254.709,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11282.8,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,121.227,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2236.97,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,28421.3,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,512.563,134217728,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,23234.6,134217728,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,199.691,134217728,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4473.93,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,55019.6,268435456,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1015.69,268435456,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,44674.9,268435456,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,380.734,268435456,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,8947.86,268435456,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,113989,536870912,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2051.94,536870912,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,93303.8,536870912,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,737.656,536870912,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17895.7,536870912,NVIDIA GeForce RTX 2080 Ti
